"Timestamp  in Local time"	"Soil Moisture ID: 2662[%VWC] @2359-1 MS:Sensor is not configured"	"Soil Moisture ID: 2665[%VWC] @2360-1 MS:Sensor is not configured"	"Soil Moisture ID: 2663[%VWC] @2361-1 MS:Sensor is not configured"	"Soil Moisture ID: 2658[%VWC] @2363-1 MS:Sensor is not configured"	"Soil Moisture ID: 2647[%VWC] @2364-1 MS:Sensor is not configured"	"Soil Moisture ID: 2649[%VWC] @2366-1 MS:Sensor is not configured"	"Soil Moisture ID: 2648[%VWC] @2367-3 MS:Sensor is not configured"	"Soil Moisture ID: 2654[%VWC] @2369-1 MS:Sensor is not configured"	"Soil Moisture ID: 2656[%VWC] @2370-3 MS:Sensor is not configured"	"Soil Moisture ID: 2653[%VWC] @2371-1 MS:Sensor is not configured"	"Soil Moisture ID: 2645[%VWC] @2373-3 MS:Sensor is not configured"	"Soil Moisture ID: 2644[%VWC] @2374-1 MS:Sensor is not configured"	"Soil Moisture ID: 2661[%VWC] @2375-1 MS:Sensor is not configured"	"Soil Moisture ID: 2666[%VWC] @2376-1 MS:Sensor is not configured"	"Soil Moisture ID: 2655[%VWC] @2379-1 MS:Sensor is not configured"	"Soil Moisture ID: 2650[%VWC] @2380-1 MS:Sensor is not configured"
"2023-12-07 18:00:08"	""	""	""	""	""	""	""	""	""	""	""	""	"3.81"	""	""	""
"2023-12-07 18:00:30"	""	"6.52"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2023-12-07 18:00:54"	""	""	""	""	""	""	""	""	""	""	"5.93"	""	""	""	""	""
"2023-12-07 18:01:02"	"12.38"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2023-12-07 18:01:21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.65"	""
"2023-12-07 18:01:32"	""	""	""	""	""	""	""	""	""	"3.81"	""	""	""	""	""	""
"2023-12-07 18:01:35"	""	""	""	"6.57"	""	""	""	""	""	""	""	""	""	""	""	""
"2023-12-07 18:01:40"	""	""	""	""	"4.18"	""	""	""	""	""	""	""	""	""	""	""
"2023-12-07 18:01:50"	""	""	"6.06"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2023-12-07 18:02:04"	""	""	""	""	""	""	""	""	"7.62"	""	""	""	""	""	""	""
"2023-12-07 18:02:18"	""	""	""	""	""	"7.01"	""	""	""	""	""	""	""	""	""	""
"2023-12-07 18:02:55"	""	""	""	""	""	""	""	"11.14"	""	""	""	""	""	""	""	""
